StatusDetail,ProjectName,VerseCount
Phase 3 (POLISHING),2 Kings 15:1-10,10
Phase 3 (POLISHING),2 Kings 15:31-38,8
Phase 3 (POLISHING),2 Kings 16:1-10,10
Phase 3 (POLISHING),2 Kings 16:11-20,10
Phase 3 (POLISHING),2 Kings 17:21-30,10
Phase 3 (POLISHING),2 Kings 17:11-20,10
Phase 3 (POLISHING),2 Kings 17:31-41,11
Phase 3 (POLISHING),2 Kings 17:1-10,10
Phase 3 (POLISHING),2 Kings 18:31-37,7
Phase 3 (POLISHING),2 Kings 18:11-20,10
Phase 3 (POLISHING),2 Kings 18:21-30,10
Phase 3 (POLISHING),2 Kings 18:1-10,10
Phase 3 (POLISHING),2 Kings 19:21-30,10
Phase 3 (POLISHING),2 Kings 19:1-10,10
Phase 3 (POLISHING),2 Kings 19:31-37,7
Phase 3 (POLISHING),2 Kings 19:11-20,10
Phase 3 (POLISHING),2 Kings 20:1-10,10
Phase 3 (POLISHING),2 Kings 20:11-21,11
Phase 3 (POLISHING),2 Kings 21:14-26,13
Phase 3 (POLISHING),2 Kings 21:1-13,13
Consultant,2 Kings 22:11-20,10
Consultant,2 Kings 22:1-10,10
Phase 3 (POLISHING),2 Kings 23:21-30,10
Phase 3 (POLISHING),2 Kings 23:1-10,10
Phase 3 (POLISHING),2 Kings 23:31-37,7
Phase 3 (POLISHING),2 Kings 23:11-20,10
Phase 3 (POLISHING),2 Kings 24:1-10,10
Phase 3 (POLISHING),2 Kings 24:11-20,10
Consultant,2 Kings 25:1-10,10
Consultant,2 Kings 25:21-30,10
Consultant,2 Kings 25:11-20,10
Holding,1 Chronicles 1:31-35,5
Holding,1 Chronicles 1:36-40,5
Holding,1 Chronicles 1:1-5,5
Holding,1 Chronicles 1:11-15,5
Holding,1 Chronicles 1:21-25,5
Holding,1 Chronicles 1:51-54,4
Holding,1 Chronicles 1:41-45,5
Holding,1 Chronicles 1:26-30,5
Holding,1 Chronicles 1:16-20,5
Holding,1 Chronicles 1:6-10,5
Holding,1 Chronicles 1:46-50,5
Holding,1 Chronicles 2:21-25,5
Holding,1 Chronicles 2:1-5,5
Holding,1 Chronicles 2:46-50,5
Holding,1 Chronicles 2:26-30,5
Holding,1 Chronicles 2:41-45,5
Holding,1 Chronicles 2:16-20,5
Holding,1 Chronicles 2:11-15,5
Holding,1 Chronicles 2:36-40,5
Holding,1 Chronicles 2:6-10,5
Holding,1 Chronicles 2:51-55,5
Holding,1 Chronicles 2:31-35,5
Holding,1 Chronicles 3:16-20,5
Holding,1 Chronicles 3:6-10,5
Holding,1 Chronicles 3:1-5,5
Holding,1 Chronicles 3:11-15,5
Holding,1 Chronicles 3:21-24,4
Holding,1 Chronicles 4:36-43,8
Holding,1 Chronicles 4:22-28,7
Holding,1 Chronicles 4:29-35,7
Holding,1 Chronicles 4:1-7,7
Holding,1 Chronicles 4:15-21,7
Holding,1 Chronicles 4:8-14,7
Holding,1 Chronicles 5:14-19,6
Holding,1 Chronicles 5:20-26,7
Holding,1 Chronicles 5:7-13,7
Holding,1 Chronicles 5:1-6,6
Holding,1 Chronicles 6:61-80,20
Holding,1 Chronicles 6:1-20,20
Not Started,1 Chronicles 6:81-81,1
Holding,1 Chronicles 6:41-60,20
Holding,1 Chronicles 6:21-40,20
Not Started,1 Chronicles 7,40
STACK,1 Chronicles 8:1-5,5
STACK,1 Chronicles 8:16-20,5
STACK,1 Chronicles 8:11-15,5
STACK,1 Chronicles 8:36-40,5
STACK,1 Chronicles 8:6-10,5
STACK,1 Chronicles 8:31-35,5
STACK,1 Chronicles 8:21-25,5
STACK,1 Chronicles 8:26-30,5
Not Started,1 Chronicles 9,44
Phase 3 (POLISHING),1 Chronicles 10:10-14,5
Phase 3 (POLISHING),1 Chronicles 10:5-9,5
Phase 3 (POLISHING),1 Chronicles 10:1-4,4
Zoho > ParaText,1 Chronicles 11:26-47,22
Holding,1 Chronicles 11:1-9,9
Zoho > ParaText,1 Chronicles 11:10-17,8
Zoho > ParaText,1 Chronicles 11:18-25,8
Zoho > ParaText,1 Chronicles 12:31-40,10
Zoho > ParaText,1 Chronicles 12:11-20,10
Zoho > ParaText,1 Chronicles 12:21-30,10
Zoho > ParaText,1 Chronicles 12:1-10,10
Not Started,1 Chronicles 13,14
Not Started,1 Chronicles 14,17
Not Started,1 Chronicles 15,29
Not Started,1 Chronicles 16,43
Not Started,1 Chronicles 17,27
Not Started,1 Chronicles 18,17
Not Started,1 Chronicles 19,19
Not Started,1 Chronicles 20,8
Not Started,1 Chronicles 21,30
Not Started,1 Chronicles 22,19
Not Started,1 Chronicles 23,32
Not Started,1 Chronicles 24,31
Not Started,1 Chronicles 25,31
Not Started,1 Chronicles 26,32
Not Started,1 Chronicles 27,34
Not Started,1 Chronicles 28,21
Not Started,1 Chronicles 29,30
Not Started,2 Chronicles 1,17
Not Started,2 Chronicles 2,18
Not Started,2 Chronicles 3,17
Not Started,2 Chronicles 4,22
Not Started,2 Chronicles 5,14
Not Started,2 Chronicles 6,42
Not Started,2 Chronicles 7,22
Not Started,2 Chronicles 8,18
Not Started,2 Chronicles 9,31
Not Started,2 Chronicles 10,19
Not Started,2 Chronicles 11,23
Not Started,2 Chronicles 12,16
Not Started,2 Chronicles 13,22
Not Started,2 Chronicles 14,15
Not Started,2 Chronicles 15,19
Not Started,2 Chronicles 16,14
Not Started,2 Chronicles 17,19
Not Started,2 Chronicles 18,34
Not Started,2 Chronicles 19,11
Not Started,2 Chronicles 20,37
Not Started,2 Chronicles 21,20
Not Started,2 Chronicles 22,12
Not Started,2 Chronicles 23,21
Not Started,2 Chronicles 24,27
Not Started,2 Chronicles 25,28
Not Started,2 Chronicles 26,23
Not Started,2 Chronicles 27,9
Not Started,2 Chronicles 28,27
Not Started,2 Chronicles 29,36
Not Started,2 Chronicles 30,27
Not Started,2 Chronicles 31,21
Not Started,2 Chronicles 32,33
Not Started,2 Chronicles 33,25
Not Started,2 Chronicles 34,33
Not Started,2 Chronicles 35,27
Not Started,2 Chronicles 36,23
Not Started,Ezra 1,11
Not Started,Ezra 2,70
Not Started,Ezra 3,13
Not Started,Ezra 4,24
Not Started,Ezra 5,17
Not Started,Ezra 6,22
Not Started,Ezra 7,28
Not Started,Ezra 8,36
Not Started,Ezra 9,15
Not Started,Ezra 10,44
Complete,Nehemiah 1,11
Complete,Nehemiah 2,20
Complete,Nehemiah 3,32
Complete,Nehemiah 4,23
Complete,Nehemiah 5,19
Complete,Nehemiah 6,19
Complete,Nehemiah 7,73
Complete,Nehemiah 8,18
Complete,Nehemiah 9,38
Complete,Nehemiah 10,39
Complete,Nehemiah 11,36
Complete,Nehemiah 12,47
Complete,Nehemiah 13,31
Previously Complete,Esther 1,22
Previously Complete,Esther 2,23
Previously Complete,Esther 3,15
Previously Complete,Esther 4,17
Previously Complete,Esther 5,14
Previously Complete,Esther 6,14
Previously Complete,Esther 7,10
Previously Complete,Esther 8,17
Previously Complete,Esther 9,32
Previously Complete,Esther 10,3
Not Started,Job 1,22
Not Started,Job 2,13
Not Started,Job 3,26
Not Started,Job 4,21
Not Started,Job 5,27
Not Started,Job 6,30
Not Started,Job 7,21
Not Started,Job 8,22
Not Started,Job 9,35
Not Started,Job 10,22
Not Started,Job 11,20
Not Started,Job 12,25
Not Started,Job 13,28
Not Started,Job 14,22
Not Started,Job 15,35
Not Started,Job 16,22
Not Started,Job 17,16
Not Started,Job 18,21
Not Started,Job 19,29
Not Started,Job 20,29
Not Started,Job 21,34
Not Started,Job 22,30
Not Started,Job 23,17
Not Started,Job 24,25
Not Started,Job 25,6
Not Started,Job 26,14
Not Started,Job 27,23
Not Started,Job 28,28
Not Started,Job 29,25
Not Started,Job 30,31
Not Started,Job 31,40
Not Started,Job 32,22
Not Started,Job 33,33
Not Started,Job 34,37
Not Started,Job 35,16
Not Started,Job 36,33
Not Started,Job 37,24
Not Started,Job 38,41
Not Started,Job 39,30
Not Started,Job 40,24
Not Started,Job 41,34
Not Started,Job 42,17
Complete,Psalm 1,6
Complete,Psalm 2,12
Phase 3 (POLISHING),Psalm 3,8
Phase 2,Psalm 4,8
Phase 2,Psalm 5,12
Phase 2,Psalm 6,10
Zoho > ParaText,Psalm 7:13-17,5
Zoho > ParaText,Psalm 7:5-8,4
Zoho > ParaText,Psalm 7:9-12,4
Zoho > ParaText,Psalm 7:1-4,4
Phase 2,Psalm 8,9
Zoho > ParaText,Psalm 9:1-10,10
Zoho > ParaText,Psalm 9:11-20,10
Not Started,Psalm 10,18
Not Started,Psalm 11,7
Not Started,Psalm 12,8
Not Started,Psalm 13,6
Not Started,Psalm 14,7
Not Started,Psalm 15,5
Complete,Psalm 16,11
Not Started,Psalm 17,15
Not Started,Psalm 18,50
Not Started,Psalm 19,14
Not Started,Psalm 20,9
Not Started,Psalm 21,13
Phase 2,Psalm 22:11-21,11
Phase 2,Psalm 22:22-31,10
Phase 2,Psalm 22:1-10,10
Complete,Psalm 23,6
Complete,Psalm 24,10
Not Started,Psalm 25,22
Not Started,Psalm 26,12
Phase 3 (POLISHING),Psalm 27,14
Not Started,Psalm 28,9
Not Started,Psalm 29,11
Not Started,Psalm 30,12
Not Started,Psalm 31,24
Not Started,Psalm 32,11
Not Started,Psalm 33,22
Not Started,Psalm 34,22
Not Started,Psalm 35,28
Not Started,Psalm 36,12
Phase 2,Psalm 37:1-13,13
Phase 2,Psalm 37:27-40,14
Phase 2,Psalm 37:14-26,13
Not Started,Psalm 38,22
Not Started,Psalm 39,13
Not Started,Psalm 40,17
Not Started,Psalm 41,13
Not Started,Psalm 42,11
Not Started,Psalm 43,5
Not Started,Psalm 44,26
Not Started,Psalm 45,17
Phase 3 (POLISHING),Psalm 46,11
Not Started,Psalm 47,9
Not Started,Psalm 48,14
Not Started,Psalm 49,20
Not Started,Psalm 50,23
Phase 3 (POLISHING),Psalm 51,19
Not Started,Psalm 52,9
Not Started,Psalm 53,6
Not Started,Psalm 54,7
Not Started,Psalm 55,23
Not Started,Psalm 56,13
Complete,Psalm 57,11
Not Started,Psalm 58,11
Not Started,Psalm 59,17
Not Started,Psalm 60,12
Not Started,Psalm 61,8
Not Started,Psalm 62,12
Not Started,Psalm 63,11
Not Started,Psalm 64,10
Not Started,Psalm 65,13
Not Started,Psalm 66,20
Not Started,Psalm 67,7
Not Started,Psalm 68,35
Zoho > ParaText,Psalm 69:1-12,12
Zoho > ParaText,Psalm 69:13-24,12
Zoho > ParaText,Psalm 69:25-36,12
Not Started,Psalm 70,5
Phase 3 (POLISHING),Psalm 71,24
Not Started,Psalm 72,20
Zoho > ParaText,Psalm 73:1-10,10
Zoho > ParaText,Psalm 73:20-28,9
Zoho > ParaText,Psalm 73:11-19,9
Not Started,Psalm 74,23
Not Started,Psalm 75,10
Not Started,Psalm 76,12
Not Started,Psalm 77,20
Not Started,Psalm 78,72
Not Started,Psalm 79,13
Not Started,Psalm 80,19
Not Started,Psalm 81,16
Not Started,Psalm 82,8
Not Started,Psalm 83,18
Not Started,Psalm 84,12
Not Started,Psalm 85,13
Not Started,Psalm 86,17
Not Started,Psalm 87,7
Not Started,Psalm 88,18
Not Started,Psalm 89,52
Not Started,Psalm 90,17
Phase 3 (POLISHING),Psalm 91,16
Not Started,Psalm 92,15
Not Started,Psalm 93,5
Not Started,Psalm 94,23
Not Started,Psalm 95,11
Not Started,Psalm 96,13
Not Started,Psalm 97,12
Not Started,Psalm 98,9
Not Started,Psalm 99,9
Not Started,Psalm 100,5
Not Started,Psalm 101,8
Not Started,Psalm 102,28
Not Started,Psalm 103,22
Not Started,Psalm 104,35
Not Started,Psalm 105,45
Not Started,Psalm 106,48
Not Started,Psalm 107,43
Not Started,Psalm 108,13
Not Started,Psalm 109,31
Not Started,Psalm 110,7
Not Started,Psalm 111,10
Not Started,Psalm 112,10
Not Started,Psalm 113,9
Not Started,Psalm 114,8
Not Started,Psalm 115,18
Not Started,Psalm 116,19
Not Started,Psalm 117,2
Not Started,Psalm 118,29
Zoho > ParaText,Psalm 119:57-64,8
Zoho > ParaText,Psalm 119:41-48,8
Zoho > ParaText,Psalm 119:49-56,8
Zoho > ParaText,Psalm 119:33-40,8
Zoho > ParaText,Psalm 119:65-72,8
Zoho > ParaText,Psalm 119:9-16,8
Zoho > ParaText,Psalm 119:73-80,8
Zoho > ParaText,Psalm 119:1-8,8
Not Started,Psalm 119:81-176,96
Zoho > ParaText,Psalm 119:25-32,8
Zoho > ParaText,Psalm 119:17-24,8
Complete,Psalm 120,7
Phase 3 (POLISHING),Psalm 121,8
Not Started,Psalm 122,9
Not Started,Psalm 123,4
Not Started,Psalm 124,8
Not Started,Psalm 125,5
Not Started,Psalm 126,6
Not Started,Psalm 127,5
Not Started,Psalm 128,6
Not Started,Psalm 129,8
Not Started,Psalm 130,8
Not Started,Psalm 131,3
Not Started,Psalm 132,18
Not Started,Psalm 133,3
Not Started,Psalm 134,3
Not Started,Psalm 135,21
Not Started,Psalm 136,26
Not Started,Psalm 137,9
Not Started,Psalm 138,8
Phase 2,Psalm 139: 13-24,12
Phase 2,Psalm 139: 1-12,12
Not Started,Psalm 140,13
Not Started,Psalm 141,10
Not Started,Psalm 142,7
Not Started,Psalm 143,12
Not Started,Psalm 144,15
Not Started,Psalm 145,21
Phase 3 (POLISHING),Psalm 146,10
Not Started,Psalm 147,20
Not Started,Psalm 148,14
Not Started,Psalm 149,9
Not Started,Psalm 150,6
Complete,Proverbs 1:20-33,14
Complete,Proverbs 1:1-19,19
Complete,Proverbs 2:1-11,11
Complete,Proverbs 2:12-22,11
Complete,Proverbs 3:1-18,18
Complete,Proverbs 3:19-35,17
Complete,Proverbs 4,27
Complete,Proverbs 5,23
Complete,Proverbs 6:20-35,16
Complete,Proverbs 6:1-19,19
Complete,Proverbs 7,27
Complete,Proverbs 8,36
Complete,Proverbs 9,18
Complete,Proverbs 10,32
Complete,Proverbs 11,31
Complete,Proverbs 12,28
Complete,Proverbs 13,25
Complete,Proverbs 14,35
Complete,Proverbs 15,33
Complete,Proverbs 16,33
Complete,Proverbs 17,28
Complete,Proverbs 18,24
Complete,Proverbs 19,29
Complete,Proverbs 20,30
Complete,Proverbs 21,31
Phase 3 (POLISHING),Proverbs 22,29
Phase 3 (POLISHING),Proverbs 23,35
Phase 3 (POLISHING),Proverbs 24,34
Phase 3 (POLISHING),Proverbs 25,28
Phase 3 (POLISHING),Proverbs 26,28
Phase 3 (POLISHING),Proverbs 27,27
Phase 3 (POLISHING),Proverbs 28,28
Phase 3 (POLISHING),Proverbs 29,27
Phase 3 (POLISHING),Proverbs 30,33
Phase 3 (POLISHING),Proverbs 31,31
Phase 2,Ecclesiastes 1:1-5,5
Phase 2,Ecclesiastes 1:6-11,6
Phase 2,Ecclesiastes 1:12-18,7
Zoho > ParaText,Ecclesiastes 2:17-26,10
Zoho > ParaText,Ecclesiastes 2:1-9,9
Zoho > ParaText,Ecclesiastes 2:10-16,7
Zoho > ParaText,Ecclesiastes 3:1-8,8
Zoho > ParaText,Ecclesiastes 3:18-22,5
Zoho > ParaText,Ecclesiastes 3:9-17,9
Checker [HE2>EBT],Ecclesiastes 4:9-16,8
Drafter [HE1],Ecclesiastes 4:1-8,8
Drafter [HE1],Ecclesiastes 5:1-10,10
STACK,Ecclesiastes 5:11-20,10
Not Started,Ecclesiastes 6,12
Not Started,Ecclesiastes 7,29
Not Started,Ecclesiastes 8,17
Not Started,Ecclesiastes 9,18
Not Started,Ecclesiastes 10,20
Not Started,Ecclesiastes 11,10
Not Started,Ecclesiastes 12,14
Not Started,Song of Solomon 1,17
Not Started,Song of Solomon 2,17
Not Started,Song of Solomon 3,11
Not Started,Song of Solomon 4,16
Not Started,Song of Solomon 5,16
Not Started,Song of Solomon 6,13
Not Started,Song of Solomon 7,13
Not Started,Song of Solomon 8,14
Phase 2,Isaiah 1:1-8,8
Phase 2,Isaiah 1:25-31,7
Phase 2,Isaiah 1:17-24,8
Phase 2,Isaiah 1:9-16,8
Phase 2,Isaiah 2:18-22,5
Phase 2,Isaiah 2:12-17,6
Phase 2,Isaiah 2:6-11,6
Phase 2,Isaiah 2:1-5,5
Phase 2,Isaiah 3:11-15,5
Phase 2,Isaiah 3:24-26,3
Phase 2,Isaiah 3:16-23,8
Phase 2,Isaiah 3:6-10,5
Phase 2,Isaiah 3:1-5,5
Phase 2,Isaiah 4:1-6,6
Consultant,Isaiah 5:1-10,10
Consultant,Isaiah 5:11-20,10
Consultant,Isaiah 5:21-30,10
Phase 2,Isaiah 6:8-13,6
Phase 2,Isaiah 6:1-7,7
Consultant,Isaiah 7:9-16,8
Consultant,Isaiah 7:1-8,8
Consultant,Isaiah 7:17-25,9
Phase 2,Isaiah 8:12-22,11
Phase 2,Isaiah 8:1-11,11
Drafter [HE1],Isaiah 9:1-10,10
Drafter [HE1],Isaiah 9:11-21,11
Second Review,Isaiah 10:12-22,11
Second Review,Isaiah 10:1-11,11
Second Review,Isaiah 10:23-34,12
Consultant,Isaiah 11:9-16,8
Consultant,Isaiah 11:1-8,8
Drafter [HE1],Isaiah 12:1-6,6
Zoho > ParaText,Isaiah 13:12-22,11
Zoho > ParaText,Isaiah 13:1-11,11
First Review,Isaiah 14:1-10,10
First Review,Isaiah 14:11-21,11
First Review,Isaiah 14:22-32,11
STACK,Isaiah 15:1-9,9
Not Started,Isaiah 16:14-14,1
STACK,Isaiah 16:8-13,6
Drafter [HE1],Isaiah 16:1-7,7
First Review,Isaiah 17:8-14,7
First Review,Isaiah 17:1-7,7
Drafter [HE1],Isaiah 18:1-7,7
STACK,Isaiah 19:9-16,8
Not Started,Isaiah 19:17-25,9
First Review,Isaiah 19:1-8,8
Not Started,Isaiah 20,6
Not Started,Isaiah 21,17
Not Started,Isaiah 22,25
Not Started,Isaiah 23,18
Not Started,Isaiah 24,23
Not Started,Isaiah 25,12
Not Started,Isaiah 26,21
Not Started,Isaiah 27,13
Not Started,Isaiah 28,29
Not Started,Isaiah 29,24
Not Started,Isaiah 30,33
Not Started,Isaiah 31,9
Not Started,Isaiah 32,20
Not Started,Isaiah 33,24
Not Started,Isaiah 34,17
Not Started,Isaiah 35,10
Not Started,Isaiah 36,22
Not Started,Isaiah 37,38
Not Started,Isaiah 38,22
Not Started,Isaiah 39,8
Not Started,Isaiah 40,31
Not Started,Isaiah 41,29
Not Started,Isaiah 42,25
Not Started,Isaiah 43,28
Not Started,Isaiah 44,28
Not Started,Isaiah 45,25
Not Started,Isaiah 46,13
Not Started,Isaiah 47,15
Not Started,Isaiah 48,22
Not Started,Isaiah 49,26
Not Started,Isaiah 50,11
Not Started,Isaiah 51,23
Not Started,Isaiah 52,15
Not Started,Isaiah 53,12
Not Started,Isaiah 54,17
Not Started,Isaiah 55,13
Not Started,Isaiah 56,12
Not Started,Isaiah 57,21
Not Started,Isaiah 58,14
Not Started,Isaiah 59,21
Not Started,Isaiah 60,22
Not Started,Isaiah 61,11
Not Started,Isaiah 62,12
Not Started,Isaiah 63,19
Not Started,Isaiah 64,12
Not Started,Isaiah 65,25
Not Started,Isaiah 66,24
Zoho > ParaText,Jeremiah 1:1-10,10
Drafter [HE1],Jeremiah 1:11-19,9
First Review,Jeremiah 2:11-20,10
First Review,Jeremiah 2:1-10,10
STACK,Jeremiah 2:31-37,7
STACK,Jeremiah 2:21-30,10
Phase 2,Jeremiah 3:1-10,10
Phase 2,Jeremiah 3:16-20,5
Phase 2,Jeremiah 3:11-15,5
Phase 2,Jeremiah 3:21-25,5
Not Started,Jeremiah 4,31
Not Started,Jeremiah 5,31
Not Started,Jeremiah 6,30
Zoho > ParaText,Jeremiah 7:30-34,5
Zoho > ParaText,Jeremiah 7:21-29,9
Zoho > ParaText,Jeremiah 7:1-10,10
Zoho > ParaText,Jeremiah 7:11-20,10
Not Started,Jeremiah 8,22
Not Started,Jeremiah 9,26
Not Started,Jeremiah 10,25
Not Started,Jeremiah 11,23
Not Started,Jeremiah 12,17
Not Started,Jeremiah 13,27
Not Started,Jeremiah 14,22
Not Started,Jeremiah 15,21
Zoho > ParaText,Jeremiah 16:8-15,8
Zoho > ParaText,Jeremiah 16:1-7,7
Zoho > ParaText,Jeremiah 16:16-21,6
Not Started,Jeremiah 17,27
Not Started,Jeremiah 18,23
Not Started,Jeremiah 19,15
Not Started,Jeremiah 20,18
Not Started,Jeremiah 21,14
Not Started,Jeremiah 22,30
Not Started,Jeremiah 23,40
Not Started,Jeremiah 24,10
Not Started,Jeremiah 25,38
Not Started,Jeremiah 26,24
Not Started,Jeremiah 27,22
Not Started,Jeremiah 28,17
Not Started,Jeremiah 29,32
Not Started,Jeremiah 30,24
Not Started,Jeremiah 31,40
Not Started,Jeremiah 32,44
Not Started,Jeremiah 33,26
Not Started,Jeremiah 34,22
Not Started,Jeremiah 35,19
Not Started,Jeremiah 36,32
Not Started,Jeremiah 37,21
Not Started,Jeremiah 38,28
Not Started,Jeremiah 39,18
Not Started,Jeremiah 40,16
Not Started,Jeremiah 41,18
Not Started,Jeremiah 42,22
Not Started,Jeremiah 43,13
Not Started,Jeremiah 44,30
Not Started,Jeremiah 45,5
Not Started,Jeremiah 46,28
Not Started,Jeremiah 47,7
Not Started,Jeremiah 48,47
Not Started,Jeremiah 49,39
Not Started,Jeremiah 50,46
Drafter [HE1],Jeremiah 51:41-50,10
Drafter [HE1],Jeremiah 51:51-64,14
Drafter [HE1],Jeremiah 51:31-40,10
Drafter [HE1],Jeremiah 51:21-30,10
Drafter [HE1],Jeremiah 51:11-20,10
Drafter [HE1],Jeremiah 51:1-10,10
Not Started,Jeremiah 52,34
Not Started,Lamentations 1,22
Not Started,Lamentations 2,22
Not Started,Lamentations 3,66
Not Started,Lamentations 4,22
Not Started,Lamentations 5,22
Not Started,Ezekiel 1,28
Not Started,Ezekiel 2,10
Not Started,Ezekiel 3,27
Not Started,Ezekiel 4,17
Not Started,Ezekiel 5,17
Not Started,Ezekiel 6,14
Not Started,Ezekiel 7,27
Not Started,Ezekiel 8,18
Not Started,Ezekiel 9,11
Not Started,Ezekiel 10,22
Not Started,Ezekiel 11,25
Not Started,Ezekiel 12,28
Not Started,Ezekiel 13,23
Not Started,Ezekiel 14,23
Not Started,Ezekiel 15,8
Not Started,Ezekiel 16,63
Not Started,Ezekiel 17,24
Not Started,Ezekiel 18,32
Not Started,Ezekiel 19,14
Not Started,Ezekiel 20,49
Not Started,Ezekiel 21,32
Not Started,Ezekiel 22,31
Not Started,Ezekiel 23,49
Not Started,Ezekiel 24,27
Not Started,Ezekiel 25,17
Not Started,Ezekiel 26,21
Not Started,Ezekiel 27,36
Not Started,Ezekiel 28,26
Not Started,Ezekiel 29,21
Not Started,Ezekiel 30,26
Not Started,Ezekiel 31,18
Not Started,Ezekiel 32,32
Not Started,Ezekiel 33,33
Not Started,Ezekiel 34,31
Not Started,Ezekiel 35,15
Not Started,Ezekiel 36,38
Not Started,Ezekiel 37,28
Not Started,Ezekiel 38,23
Not Started,Ezekiel 39,29
Not Started,Ezekiel 40,49
Not Started,Ezekiel 41,26
Not Started,Ezekiel 42,20
Not Started,Ezekiel 43,27
Not Started,Ezekiel 44,31
Not Started,Ezekiel 45,25
Not Started,Ezekiel 46,24
Not Started,Ezekiel 47,23
Not Started,Ezekiel 48,35
Previously Complete,Daniel 1,21
Previously Complete,Daniel 2,49
Previously Complete,Daniel 3,30
Previously Complete,Daniel 4,37
Previously Complete,Daniel 5,31
Previously Complete,Daniel 6,28
Previously Complete,Daniel 7,28
Previously Complete,Daniel 8,27
Previously Complete,Daniel 9,27
Previously Complete,Daniel 10,21
Previously Complete,Daniel 11,45
Previously Complete,Daniel 12,13
Not Started,Hosea 1,11
Not Started,Hosea 2,23
Not Started,Hosea 3,5
Not Started,Hosea 4,19
Not Started,Hosea 5,15
Not Started,Hosea 6,11
Not Started,Hosea 7,16
Not Started,Hosea 8,14
Not Started,Hosea 9,17
Not Started,Hosea 10,15
Not Started,Hosea 11,12
Not Started,Hosea 12,14
Not Started,Hosea 13,16
Not Started,Hosea 14,9
Polish 2nd Language,Joel 1,20
Polish 2nd Language,Joel 2,32
Polish 2nd Language,Joel 3,21
Not Started,Amos 1,15
Not Started,Amos 2,16
Not Started,Amos 3,15
Not Started,Amos 4,13
Not Started,Amos 5,27
Not Started,Amos 6,14
Not Started,Amos 7,17
Not Started,Amos 8,14
Not Started,Amos 9,15
Not Started,Obadiah 1,21
Previously Complete,Jonah 1,17
Previously Complete,Jonah 2,10
Previously Complete,Jonah 3,10
Previously Complete,Jonah 4,11
Not Started,Micah 1:9-16,8
Drafter [HE1],Micah 1:1-8,8
Not Started,Micah 2,13
Not Started,Micah 3,12
Not Started,Micah 4,13
Not Started,Micah 5,15
Not Started,Micah 6,16
Not Started,Micah 7,20
Previously Complete,Nahum 1,15
Previously Complete,Nahum 2,13
Previously Complete,Nahum 3,19
Polish 2nd Language,Habakkuk 1,17
Polish 2nd Language,Habakkuk 2,20
Polish 2nd Language,Habakkuk 3,19
Not Started,Zephaniah 1,18
Not Started,Zephaniah 2,15
Not Started,Zephaniah 3,20
Polish 2nd Language,Haggai 1,15
Polish 2nd Language,Haggai 2,23
Not Started,Zechariah 1,21
Not Started,Zechariah 2,13
Not Started,Zechariah 3,10
Not Started,Zechariah 4,14
Not Started,Zechariah 5,11
Not Started,Zechariah 6,15
Not Started,Zechariah 7,14
Not Started,Zechariah 8,23
Not Started,Zechariah 9,17
Not Started,Zechariah 10,12
Not Started,Zechariah 11,17
Not Started,Zechariah 12,14
Not Started,Zechariah 13,9
Not Started,Zechariah 14,21
Polish 2nd Language,Malachi 1,14
Polish 2nd Language,Malachi 2,17
Polish 2nd Language,Malachi 3,18
Polish 2nd Language,Malachi 4,6
